et_date,run_utc,run_et,minutes_since_close,flow_status,flow_detail,regime,regime_label,short_real_rate,long_real_yield,long_real_mom_3m,spread_2s10s,hy_oas,hy_oas_mom_2w,breakeven_10y,cpi_yoy,cpi_3m_saar,cpi_mom_sa,stock_bond_corr_60d,repression_score,repression_band,top_weight,hollow,kmlm_stance,missing,drivers,vix,gold_gate,spy_1d,spy_1w,qqq_1d,qqq_1w,sector_dispersion_1w,breadth_divergence_1w,alerts_fired,alert_max_level,alert_rules,errors,error_count,macro_flags,macro_flag_warnings
2026-09-04,2026-09-05T00:15:09+00:00,"Sep 04, 2026 08:15 PM EDT",255.1567862,,flow_integrity not applicable in this repo (ETF flow data lives in Money_Flow only).,transition_ambiguous,Transition — Valuation Guard Active,0.27,2.42,0.31,0.4299999999999997,2.65,-0.1,2.35,3.364825041479902,0.4894535132635047,0.0736691443554482,0.32,5,Moderate repression,0/4,True,INCREASE KMLM,,Short real rate +0.27% (positive) | HY OAS 2.65% (tight credit) | Valuation guard BLOCKS a growth-additive regime: Shiller CAPE 42.0 ≥ 40 — dot-com-peak territory. Top-20 concentration 50.8% ≥ 45% — index-level single-theme risk. Adding to growth at a historic valuation extreme is not what a confirmed benign regime should instruct. Routing to the transition overlay instead.,14.53,FAIL,1.05,0.27,1.19,-0.48,6.11,0.9,3,INFO,short_real_band;cpi_saar_divergence;sector_dispersion,,0,,
2026-09-06,2026-09-06T13:31:09+00:00,"Sep 06, 2026 09:31 AM EDT",,,flow_integrity not applicable in this repo (ETF flow data lives in Money_Flow only).,transition_ambiguous,Transition — Valuation Guard Active,0.27,2.42,0.31,0.4299999999999997,2.65,-0.1,2.35,3.364825041479902,0.4894535132635047,0.0736691443554482,0.31,5,Moderate repression,0/4,True,INCREASE KMLM,,Short real rate +0.27% (positive) | HY OAS 2.65% (tight credit) | Valuation guard BLOCKS a growth-additive regime: Shiller CAPE 42.0 ≥ 40 — dot-com-peak territory. Top-20 concentration 50.8% ≥ 45% — index-level single-theme risk. Adding to growth at a historic valuation extreme is not what a confirmed benign regime should instruct. Routing to the transition overlay instead.,14.53,FAIL,-0.39,0.11,0.18,0.35,4.16,0.88,3,INFO,short_real_band;cpi_saar_divergence;sector_dispersion,,0,,
2026-09-08,2026-09-09T00:25:22+00:00,"Sep 08, 2026 08:25 PM EDT",265.37129335,,flow_integrity not applicable in this repo (ETF flow data lives in Money_Flow only).,term_premium_repricing,Term Premium Repricing — fiscal/currency risk,0.27,2.43,0.2400000000000002,0.4100000000000001,2.68,-0.0099999999999997,2.37,3.364825041479902,0.4894535132635047,0.0736691443554482,0.31,5,Moderate repression,0/4,True,INCREASE KMLM,,"Short real rate +0.27% (positive — savers PAID, the inverse of repression) | Long real yield RISING (+0.24pp/3mo) while the dollar FELL -1.2% over ~1 month | Higher yields failing to attract capital price FISCAL/CREDIBILITY risk, not growth or inflation expectations | HY OAS 2.68% — credit CALM, so this is a repricing, not yet a credit event",15.72,FAIL,-0.39,0.11,0.18,0.35,4.16,0.88,3,INFO,short_real_band;cpi_saar_divergence;sector_dispersion,,0,,
2026-09-09,2026-09-10T00:24:38+00:00,"Sep 09, 2026 08:24 PM EDT",264.64457895,,flow_integrity not applicable in this repo (ETF flow data lives in Money_Flow only).,term_premium_repricing,Term Premium Repricing — fiscal/currency risk,0.27,2.43,0.2200000000000002,0.4100000000000001,2.67,-0.0300000000000002,2.37,3.364825041479902,0.4894535132635047,0.0736691443554482,0.25,5,Moderate repression,0/4,True,INCREASE KMLM,,"Short real rate +0.27% (positive — savers PAID, the inverse of repression) | Long real yield RISING (+0.22pp/3mo) while the dollar FELL -1.2% over ~1 month | Higher yields failing to attract capital price FISCAL/CREDIBILITY risk, not growth or inflation expectations | HY OAS 2.67% — credit CALM, so this is a repricing, not yet a credit event",16.46,FAIL,-0.55,-0.14,-0.08,0.22,5.12,1.07,3,INFO,short_real_band;cpi_saar_divergence;sector_dispersion,,0,,
2026-09-10,2026-09-11T00:19:54+00:00,"Sep 10, 2026 08:19 PM EDT",259.9083418166667,,flow_integrity not applicable in this repo (ETF flow data lives in Money_Flow only).,term_premium_repricing,Term Premium Repricing — fiscal/currency risk,0.27,2.46,0.2599999999999998,0.4000000000000003,2.71,0.04,2.4,3.364825041479902,0.4894535132635047,0.0736691443554482,0.27,4,Tightening cycle,0/4,True,INCREASE KMLM,,"Short real rate +0.27% (positive — savers PAID, the inverse of repression) | Long real yield RISING (+0.26pp/3mo) while the dollar FELL -1.2% over ~1 month | Higher yields failing to attract capital price FISCAL/CREDIBILITY risk, not growth or inflation expectations | HY OAS 2.71% — credit CALM, so this is a repricing, not yet a credit event",17.84,FAIL,-0.46,0.08,-0.29,1.23,5.26,1.44,3,INFO,short_real_band;cpi_saar_divergence;sector_dispersion,,0,,
2026-09-11,2026-09-12T00:26:48+00:00,"Sep 11, 2026 08:26 PM EDT",266.8090319,,flow_integrity not applicable in this repo (ETF flow data lives in Money_Flow only).,transition_ambiguous,Transition — Ambiguous (short real rate at zero),0.23,2.55,0.3399999999999998,0.3900000000000005,2.7,0.0700000000000002,2.36,3.3965478924364856,0.1821716916226456,0.3960181843858157,0.29,4,Tightening cycle,0/4,True,INCREASE KMLM,,"Short real policy rate +0.23% sits INSIDE the ±0.25% transition band — within the noise of a single CPI print. The framework's primary gauge is not currently giving a directional reading, so no regime that depends on its sign can be confirmed.",15.84,FAIL,-0.6,-0.96,-1.06,-0.08,5.1,1.52,3,WARNING,dfii10_level;cpi_saar_divergence;sector_dispersion,,0,,
2026-09-13,2026-09-13T14:13:04+00:00,"Sep 13, 2026 10:13 AM EDT",,,flow_integrity not applicable in this repo (ETF flow data lives in Money_Flow only).,transition_ambiguous,Transition — Ambiguous (short real rate at zero),0.23,2.55,0.3399999999999998,0.3900000000000005,2.7,0.0700000000000002,2.36,3.3965478924364856,0.1821716916226456,0.3960181843858157,0.32,4,Tightening cycle,0/4,True,INCREASE KMLM,,"Short real policy rate +0.23% sits INSIDE the ±0.25% transition band — within the noise of a single CPI print. The framework's primary gauge is not currently giving a directional reading, so no regime that depends on its sign can be confirmed.",15.84,FAIL,0.85,-1.15,0.87,-0.39,5.47,1.2,3,WARNING,dfii10_level;cpi_saar_divergence;sector_dispersion,,0,,
2026-09-14,2026-09-15T00:46:40+00:00,"Sep 14, 2026 08:46 PM EDT",286.6718858166667,,flow_integrity not applicable in this repo (ETF flow data lives in Money_Flow only).,transition_ambiguous,Transition — Ambiguous (short real rate at zero),0.23,2.6,0.4399999999999999,0.33,2.65,0.0499999999999998,2.37,3.3965478924364856,0.1821716916226456,0.3960181843858157,0.32,4,Tightening cycle,0/4,True,INCREASE KMLM,,"Short real policy rate +0.23% sits INSIDE the ±0.25% transition band — within the noise of a single CPI print. The framework's primary gauge is not currently giving a directional reading, so no regime that depends on its sign can be confirmed.",17.1,FAIL,0.85,-1.15,0.87,-0.39,5.47,1.2,3,WARNING,dfii10_level;cpi_saar_divergence;sector_dispersion,,0,,
2026-09-15,2026-09-16T00:37:52+00:00,"Sep 15, 2026 08:37 PM EDT",277.8788335666667,,flow_integrity not applicable in this repo (ETF flow data lives in Money_Flow only).,transition_ambiguous,Transition — Ambiguous (short real rate at zero),0.23,2.6,0.4300000000000001,0.3199999999999994,2.71,0.08,2.38,3.3965478924364856,0.1821716916226456,0.3960181843858157,0.33,4,Tightening cycle,0/4,True,INCREASE KMLM,,"Short real policy rate +0.23% sits INSIDE the ±0.25% transition band — within the noise of a single CPI print. The framework's primary gauge is not currently giving a directional reading, so no regime that depends on its sign can be confirmed.",17.2,FAIL,-0.45,-1.21,-0.8,-1.36,6.43,0.61,3,WARNING,dfii10_level;cpi_saar_divergence;sector_dispersion,,0,,
2026-09-16,2026-09-17T00:45:10+00:00,"Sep 16, 2026 08:45 PM EDT",285.17397645,,flow_integrity not applicable in this repo (ETF flow data lives in Money_Flow only).,transition_ambiguous,Transition — Ambiguous (short real rate at zero),0.23,2.62,0.4700000000000002,0.33,2.76,0.1099999999999998,2.33,3.3965478924364856,0.1821716916226456,0.3960181843858157,0.32,4,Tightening cycle,0/4,True,INCREASE KMLM,,"Short real policy rate +0.23% sits INSIDE the ±0.25% transition band — within the noise of a single CPI print. The framework's primary gauge is not currently giving a directional reading, so no regime that depends on its sign can be confirmed.",17.71,FAIL,-0.46,-1.12,-0.65,-1.92,7.15,0.16,3,WARNING,dfii10_level;cpi_saar_divergence;sector_dispersion,,0,,
2026-09-17,2026-09-18T00:35:01+00:00,"Sep 17, 2026 08:35 PM EDT",275.01719005,,flow_integrity not applicable in this repo (ETF flow data lives in Money_Flow only).,transition_ambiguous,Transition — Ambiguous (short real rate at zero),0.23,2.68,0.54,0.2699999999999996,2.7,0.04,2.33,3.3965478924364856,0.1821716916226456,0.3960181843858157,0.31,4,Tightening cycle,0/4,True,INCREASE KMLM,,"Short real policy rate +0.23% sits INSIDE the ±0.25% transition band — within the noise of a single CPI print. The framework's primary gauge is not currently giving a directional reading, so no regime that depends on its sign can be confirmed.",15.44,FAIL,-0.44,-1.1,0.03,-1.62,5.73,0.0,3,WARNING,dfii10_level;cpi_saar_divergence;sector_dispersion,,0,,
2026-09-18,2026-09-19T00:28:33+00:00,"Sep 18, 2026 08:28 PM EDT",268.5549805333333,,flow_integrity not applicable in this repo (ETF flow data lives in Money_Flow only).,transition_ambiguous,Transition — Valuation Guard Active,0.48,2.61,0.3799999999999999,0.2700000000000004,2.7,0.0500000000000002,2.33,3.3965478924364856,0.1821716916226456,0.3960181843858157,0.36,4,Tightening cycle,0/4,True,INCREASE KMLM,,Short real rate +0.48% (positive) | HY OAS 2.70% (tight credit) | Valuation guard BLOCKS a growth-additive regime: Shiller CAPE 42.0 ≥ 40 — dot-com-peak territory. Top-20 concentration 50.8% ≥ 45% — index-level single-theme risk. Adding to growth at a historic valuation extreme is not what a confirmed benign regime should instruct. Routing to the transition overlay instead.,14.81,FAIL,1.13,0.63,1.73,1.16,3.85,0.56,3,WARNING,dfii10_level;short_real_band;cpi_saar_divergence,,0,,
2026-09-20,2026-09-20T14:03:55+00:00,"Sep 20, 2026 10:03 AM EDT",,,flow_integrity not applicable in this repo (ETF flow data lives in Money_Flow only).,transition_ambiguous,Transition — Valuation Guard Active,0.48,2.61,0.3799999999999999,0.2700000000000004,2.7,0.0500000000000002,2.33,3.3965478924364856,0.1821716916226456,0.3960181843858157,0.39,4,Tightening cycle,0/4,True,INCREASE KMLM,,Short real rate +0.48% (positive) | HY OAS 2.70% (tight credit) | Valuation guard BLOCKS a growth-additive regime: Shiller CAPE 42.0 ≥ 40 — dot-com-peak territory. Top-20 concentration 50.8% ≥ 45% — index-level single-theme risk. Adding to growth at a historic valuation extreme is not what a confirmed benign regime should instruct. Routing to the transition overlay instead.,14.81,FAIL,0.13,-0.09,0.63,0.92,4.87,1.11,4,WARNING,dfii10_level;short_real_band;cpi_saar_divergence;sector_dispersion,,0,,
2026-09-21,2026-09-22T00:59:12+00:00,"Sep 21, 2026 08:59 PM EDT",299.2049765333333,,flow_integrity not applicable in this repo (ETF flow data lives in Money_Flow only).,transition_ambiguous,Transition — Valuation Guard Active,0.48,2.68,0.4700000000000002,0.25,2.68,0.0,2.34,3.3965478924364856,0.1821716916226456,0.3960181843858157,0.39,4,Tightening cycle,0/4,True,INCREASE KMLM,,Short real rate +0.48% (positive) | HY OAS 2.68% (tight credit) | Valuation guard BLOCKS a growth-additive regime: Shiller CAPE 42.0 ≥ 40 — dot-com-peak territory. Top-20 concentration 50.8% ≥ 45% — index-level single-theme risk. Adding to growth at a historic valuation extreme is not what a confirmed benign regime should instruct. Routing to the transition overlay instead.,14.87,FAIL,0.13,-0.09,0.63,0.92,4.87,1.11,4,WARNING,dfii10_level;short_real_band;cpi_saar_divergence;sector_dispersion,,0,,
2026-09-22,2026-09-23T00:48:51+00:00,"Sep 22, 2026 08:48 PM EDT",288.85528101666665,,flow_integrity not applicable in this repo (ETF flow data lives in Money_Flow only).,transition_ambiguous,Transition — Valuation Guard Active,0.48,2.62,0.3400000000000003,0.2000000000000001,2.66,-0.02,2.33,3.3965478924364856,0.1821716916226456,0.3960181843858157,0.41,4,Tightening cycle,0/4,True,INCREASE KMLM,,Short real rate +0.48% (positive) | HY OAS 2.66% (tight credit) | Valuation guard BLOCKS a growth-additive regime: Shiller CAPE 42.0 ≥ 40 — dot-com-peak territory. Top-20 concentration 50.8% ≥ 45% — index-level single-theme risk. Adding to growth at a historic valuation extreme is not what a confirmed benign regime should instruct. Routing to the transition overlay instead.,14.21,FAIL,1.55,1.91,2.88,4.66,8.49,2.62,5,WARNING,dfii10_level;short_real_band;cpi_saar_divergence;sector_dispersion;breadth_divergence,,0,,
2026-09-23,2026-09-24T00:40:41+00:00,"Sep 23, 2026 08:40 PM EDT",280.68981655,,flow_integrity not applicable in this repo (ETF flow data lives in Money_Flow only).,transition_ambiguous,Transition — Valuation Guard Active,0.48,2.63,0.3399999999999998,0.25,2.68,0.0100000000000002,2.35,3.3965478924364856,0.1821716916226456,0.3960181843858157,0.42,4,Tightening cycle,0/4,True,INCREASE KMLM,,Short real rate +0.48% (positive) | HY OAS 2.68% (tight credit) | Valuation guard BLOCKS a growth-additive regime: Shiller CAPE 42.0 ≥ 40 — dot-com-peak territory. Top-20 concentration 50.8% ≥ 45% — index-level single-theme risk. Adding to growth at a historic valuation extreme is not what a confirmed benign regime should instruct. Routing to the transition overlay instead.,15.18,FAIL,-0.02,2.36,0.81,6.2,11.6,3.07,5,WARNING,dfii10_level;short_real_band;cpi_saar_divergence;sector_dispersion;breadth_divergence,,0,,
2026-09-24,2026-09-25T00:39:37+00:00,"Sep 24, 2026 08:39 PM EDT",279.62252545,,flow_integrity not applicable in this repo (ETF flow data lives in Money_Flow only).,transition_ambiguous,Transition — Valuation Guard Active,0.48,2.76,0.5299999999999998,0.2600000000000007,2.73,0.02,2.33,3.3965478924364856,0.1821716916226456,0.3960181843858157,0.44,4,Tightening cycle,0/4,True,INCREASE KMLM,,Short real rate +0.48% (positive) | HY OAS 2.73% (tight credit) | Valuation guard BLOCKS a growth-additive regime: Shiller CAPE 42.0 ≥ 40 — dot-com-peak territory. Top-20 concentration 50.8% ≥ 45% — index-level single-theme risk. Adding to growth at a historic valuation extreme is not what a confirmed benign regime should instruct. Routing to the transition overlay instead.,15.67,FAIL,-0.72,2.08,-0.84,5.29,9.53,2.95,5,WARNING,dfii10_level;short_real_band;cpi_saar_divergence;sector_dispersion;breadth_divergence,,0,,
2026-09-25,2026-09-26T00:45:07+00:00,"Sep 25, 2026 08:45 PM EDT",285.12070575,,flow_integrity not applicable in this repo (ETF flow data lives in Money_Flow only).,transition_ambiguous,Transition — Valuation Guard Active,0.48,2.85,0.6600000000000001,0.3099999999999996,2.8,0.0999999999999996,2.34,3.3965478924364856,0.1821716916226456,0.3960181843858157,0.48,4,Tightening cycle,0/4,True,INCREASE KMLM,,Short real rate +0.48% (positive) | HY OAS 2.80% (tight credit) | Valuation guard BLOCKS a growth-additive regime: Shiller CAPE 42.0 ≥ 40 — dot-com-peak territory. Top-20 concentration 50.8% ≥ 45% — index-level single-theme risk. Adding to growth at a historic valuation extreme is not what a confirmed benign regime should instruct. Routing to the transition overlay instead.,14.87,FAIL,-0.08,0.85,-0.01,3.48,8.55,1.91,4,WARNING,dfii10_level;short_real_band;cpi_saar_divergence;sector_dispersion,"Market context: price data STALE: last bar 2026-09-24 but expected 2026-09-25 — 1D/1W figures describe 2026-09-24, not today",1,,
2026-09-26,2026-09-26T11:16:28+00:00,"Sep 26, 2026 07:16 AM EDT",,N/A,flow_integrity not applicable in this repo (ETF flow data lives in Money_Flow only).,transition_ambiguous,Transition — Valuation Guard Active,0.48,2.85,0.6600000000000001,0.3099999999999996,2.8,0.09999999999999964,2.34,3.3965478924364856,0.18217169162264568,0.3960181843858157,0.48,3,Tightening cycle,0/4,True,INCREASE KMLM,,Short real rate +0.48% (positive) | HY OAS 2.80% (tight credit) | Valuation guard BLOCKS a growth-additive regime: Shiller CAPE 41.5 ≥ 40 — dot-com-peak territory. Top-20 concentration 49.9% ≥ 45% — index-level single-theme risk. Adding to growth at a historic valuation extreme is not what a confirmed benign regime should instruct. Routing to the transition overlay instead.,14.87,FAIL,0.54,1.27,0.46,3.3,6.8,1.45,4,WARNING,dfii10_level;short_real_band;cpi_saar_divergence;sector_dispersion,,0,"cape: 41.48 (live, as of 2026-09-26) | top20 concentration pct: 49.87 (live, as of 2026-09-26) — top 20 SPY weights summed | fed bs expanding: False (live, as of 2026-09-23) — flat / neutral: 4-wk avg +4.2B/wk, 13-wk avg +0.9B/wk | deficit gt 5pct gdp: True (manual, as of 2026-08-13, 44d old)",
